SETT_NAME;None
RINCONADA MIRAFLORES;295.6626627
RIO FRIO DE JUAREZ;19594.25102020001
SALITRERIA;2991.4231048
SAN ANTONIO TLALPIZAHUAC;14520.7659146
SAN FRANCISCO ACUAUTLA;888.5178924
SAN GREGORIO CUAUTZINGO;5104.0545219000005
SAN ISIDRO;118629.0781136
SAN JOSE;330.03103719999996
SAN JUAN TLALPIZAHUAC;7217.564513900001
SAN LORENZO CHIMALPA;100.0798715
SAN MARCOS HUIXTOCO;10508.3571793
SAN MARTIN CUAUTLALPAN;100.079344
SAN MARTIN XICO;600.4796878
SAN MARTIN XICO NUEVO;2602.0759802999996
SAN MATEO TEZOQUIPAN;3734.812403900001
SAN MIGUEL;100.0798957
SAN MIGUEL XICO;4350.989602400001
SAN PABLO ATLAZALPA;1171.1664334
SAN PEDRO;200.1597184
SAN PEDRO ATLAZALPA;400.3193017
SANTA BARBARA;718.2254702
SANTA CRUZ;61908.13410399998
SANTA CRUZ AMALINALCO;1999.2702159
SANTA CRUZ TLAPACOYA;741.0937841
SANTA MARIA HUEXOCULCO;800.6335172
SANTIAGO;37504.040634200006
SANTO TOMAS;3530.3948348
TEZONTLE ZOQUIAPAN;2827.4207678
TLACAELEL;438.21894139999995
TLAPACOYA;2797.313459
TLAYEHUALE;600.4784959
TRES MARIAS;22011.0994258
UNIDAD HAB CAPILLA;5162.6650678999995
UNIDAD HAB CUATRO VIENTOS;1200.9523351999999
UNIDAD HAB GEOVILLAS DE STA BARBARA;34187.2161467
UNIDAD HAB GEOVILLAS JESUS MARIA;5104.0634113999995
UNIDAD HAB INFONAVIT MIRAFLORES;200.1582166
UNIDAD HAB PLAZA CHALCO;3683.7326154
UNIDAD HAB RANCHO EL CARMEN;3668.9870487999997
UNIDAD HAB SAN JOSE DE LA PALMA;2984.3433536000007
UNION ANTORCHISTA;700.5590301999999
UNION DE GUADALUPE;24461.099149299982
VALLE DE CHALCO;123916.9556536
VALLE DE LOS VOLCANES;1370.3211605000001
VALLE VERDE;73491.87668199999
WENCESLAO VICTORIA SOTO;3939.1690998000004
XICO;48499.94090320001
XICO NUEVO;100784.38449979998
XICO VIEJO;13160.097586
ZOQUIAPAN;7970.3788878
