SETT_NAME;None
SAN GREGORIO CUAUTZINGO;700.5566459
SAN ISIDRO;3702.9559185000007
SAN JOSE;229.95112550000002
SAN JUAN;400.31754720000004
SAN JUAN TEZOMPA;400.320025
SAN JUAN TLALPIZAHUAC;4277.487605699999
SAN LUCAS AMALINALCO;296.0265637
SAN MARCOS HUIXTOCO;1801.4324094999997
SAN MARTIN CUAUTLALPAN;3102.4594943
SAN MARTIN XICO;300.2398295
SAN MARTIN XICO NUEVO;1801.4372168
SAN MATEO TEZOQUIPAN;1501.1865575000002
SAN MIGUEL XICO;199.1665199
SAN PABLO ATLAZALPA;270.4482237
SANTA BARBARA;1801.4350194
SANTA CRUZ;2501.9986033
SANTA CRUZ AMALINALCO;100.0796739
SANTA CRUZ TLAPACOYA;859.3370077999998
SANTA MARIA HUEXOCULCO;2702.1377896999998
SANTIAGO;4441.463544699999
SANTIAGO ZULA;23.8489654
SANTO TOMAS;1690.4742004
TEJALPA;7706.119279199998
TETITLA (COATEPEC);14.0691975
TEZONTLE ZOQUIAPAN;2819.2483905999998
TLACAELEL;400.3197744
TLAPACOYA;2743.5368159000004
TLAYEHUALE;300.2392301
TRES MARIAS;2899.9616261
UNIDAD HAB CAPILLA;20299.1516404
UNIDAD HAB CUATRO VIENTOS;7706.108098799999
UNIDAD HAB CUAUTZINGO;100.0795179
UNIDAD HAB GEOVILLAS DE STA BARBARA;150348.68794120004
UNIDAD HAB GEOVILLAS JESUS MARIA;1100.8765672
UNIDAD HAB RANCHO EL CARMEN;904.3309111000001
UNIDAD HAB SAN JOSE DE LA PALMA;4003.186754
UNION ANTORCHISTA;400.3194428
UNION DE GUADALUPE;3707.3877493000005
VALLE DE CHALCO;3432.4014666000003
VALLE VERDE;3903.1144769
WENCESLAO VICTORIA SOTO;1200.9578678999999
XICO;4203.3577421
XICO NUEVO;600.4798546
XICO VIEJO;300.2399257
ZOQUIAPAN;6605.2557564
